A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_NET_SHORT!PIN_NO_SWAP_PIN!PIN_CDS_PINID!PIN_XNET_PINS!PIN_PIN_SIGNAL_MODEL!
J!f:/pcb/cadence_pcb/fpga_ccd/allegro/fpga_ccd_2.brd!Wed Jun 16 20:18:53 2021!0.00!0.00!21000.00!17000.00!0.01!mils!FPGA_CCD!10.400000 mil!2!OUT OF DATE!
S!GND!IC1!20!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_15\!!!
S!GND!IC1!6!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_1\!!!
S!GND!IC1!7!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_2\!!!
S!GND!IC1!8!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_3\!!!
S!GND!IC1!9!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_4\!!!
S!GND!IC1!10!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_5\!!!
S!GND!IC1!11!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_6\!!!
S!GND!IC1!12!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_7\!!!
S!GND!IC1!13!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_8\!!!
S!GND!IC1!14!@\FPGA_CCD\.\SCHEMATIC1\(sch_1):\INS44187\@\RETHINKERSLIB\.\TCD1304DG_8Z,AW_.Normal\(chips)!TCD1304DG_8Z,AW__DIP1016W62P254L4160H372Q22N_TCD1304DG_8Z_AW_!!!F54!!!\NC_9\!!!
